appearDate,applyCnt,coIndustry,coIndustryDesc,custName,custNo,description,descSnippet,mrtDist,jobAddress,jobAddrNo,jobAddrNoDesc,jobName,jobNameSnippet,jobNo,jobRo,jobType,lat,lon,link,major,mrt,mrtDesc,optionEdu,period,remoteWorkType,s10,salaryHigh,salaryLow,tags,s9,s5,d3,hrBehaviorPR,jobCat,labels,isSave,isApplied,applyDate,userApplyCount,isActivelyHiring,interactionRecord
20250704,1,1006003001,廣告行銷公關業,創浪行銷顧問有限公司,130000000255159,"數據分析工具監測社群媒體、論壇、新聞平台，定期監控社群輿情。

2.消費者洞察: 掌握潛在目標對象輪廓，了解消費者需求、偏好與痛點。

3.行銷成效數據分析: 追蹤社群行銷、內容行銷與口碑操作成效，監控專案效益並分析成果。

4.品牌聲量分析: 定","[[[數據分析]]]工具監測社群媒體、論壇、新聞平台，定期監控社群輿情。

2.消費者洞察: 掌握潛在目標對象輪廓，了解消費者需求、偏好與痛點。

3.行銷成效[[[數據分析]]]: 追蹤社群行銷、內容行銷與口碑操作成效，監控專案效益並分析成果。

4.品牌聲量分析: 定",0.32,基隆路一段394號2樓,6001001007,台北市信義區,數據分析經理,[[[數據分析]]]經理,14724608,1,0,25.0344998,121.5600535,"{'job': 'https://www.104.com.tw/job/8rlkw', 'cust': 'https://www.104.com.tw/company/1a2x6bng6v', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8rlkw?channel=104rpt'}","['統計學相關', '資訊管理相關', '大眾傳播學相關']",99001002002,捷運台北101/世貿站,"[4, 5, 6]",4,0,10,0,0,"{'wf7': {'desc': '', 'param': 'wf7'}, 'wf8': {'desc': '', 'param': 'wf8'}, 'landmark': {'desc': '距捷運台北101/世貿站約320公尺'}}",[1],0,,0.36969865698567894,[2007001018],"['c@wf7', 'c@wf8']",,,,,False,"{'lastProcessedResumeAtTime': 1751880594, 'nowTimestamp': 1752133986}"
20250625,9,1008003001,工商顧問服務業,世銳顧問有限公司,130000000124356,"題，為客戶提供具有價值的服務並且協助推動客戶的財務成長。服務內容包括：
•	打造具有吸引力和說服力的溝通素材
•	視覺化數據和概念以增強觀眾參與度和理解
•	進行臨床實驗數據分析和實驗設計
•	製作具有最新數據與圖表的醫學文獻刊物
•	研究、理解和","題，為客戶提供具有價值的服務並且協助推動客戶的財務成長。服務內容包括：
•	打造具有吸引力和說服力的溝通素材
•	視覺化數據和概念以增強觀眾參與度和理解
•	進行臨床實驗[[[數據分析]]]和實驗設計
•	製作具有最新數據與圖表的醫學文獻刊物
•	研究、理解和",0.26,中山北路二段33號6樓,6001001003,台北市中山區,商業數據分析師,商業[[[數據分析]]]師,14079349,1,0,25.0533725,121.5228523,"{'job': 'https://www.104.com.tw/job/8drp1', 'cust': 'https://www.104.com.tw/company/1a2x6bkn9g', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8drp1?channel=104rpt'}","['一般商業學類', '醫藥工程相關', '數理統計相關']",99001003015,捷運中山站,"[2, 3, 4, 5, 6]",0,0,50,60000,50000,"{'wf3': {'desc': '', 'param': 'wf3'}, 'wf12': {'desc': '', 'param': 'wf12'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'wf30': {'desc': '', 'param': 'wf30'}, 'wf26': {'desc': '', 'param': 'wf26'}, 'wf29': {'desc': '', 'param': 'wf29'}, 'wf2': {'desc': '', 'param': 'wf2'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'landmark': {'desc': '距捷運中山站約260公尺'}}",[1],0,,0.9077329116461391,"[2007001021, 2007001018, 2004003006]","['c@wf3', 'deboost@kwdeboost_link_1', 'c@wf12', 'c@wf7', 'c@wf30', 'c@wf26', 'c@wf29', 'college@student_invited', 'senior@senior_job_F', 'c@wf2', 'c@wf1']",,,,,True,"{'lastProcessedResumeAtTime': None, 'nowTimestamp': 1752133986}"
20250710,0,1002014005,自行車及其零件製造業,捷安特_巨大機械工業股份有限公司,56054251000,"職務簡介：
本職位隸屬於全球銷售中心，主要負責自行車產品銷售數據分析工作。透過數據蒐集、整理與視覺化，協助各單位掌握市場趨勢、優化庫存管理，並支援管理層進行決策判斷。此職位主要以 Excel 為主，輔以初階 Power BI 分析操作。

主要工","職務簡介：
本職位隸屬於全球銷售中心，主要負責自行車產品銷售[[[數據分析]]]工作。透過數據蒐集、整理與視覺化，協助各單位掌握市場趨勢、優化庫存管理，並支援管理層進行決策判斷。此職位主要以 Excel 為主，輔以初階 Power BI 分析操作。

主要工",0.0,東大路一段999號,6001008007,台中市西屯區,銷售數據分析高級管理師,銷售[[[數據分析]]]高級管理師,14732493,1,2,24.2094788,120.6117511,"{'job': 'https://www.104.com.tw/job/8rrnx', 'cust': 'https://www.104.com.tw/company/pr194vs', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8rrnx?channel=104rpt'}","['一般商業學類', '市場行銷相關', '會計學相關']",,,"[4, 5]",4,0,10,0,0,"{'zone': {'desc': '上市上櫃', 'param': 16}}",[1],0,,0.99,"[2003001003, 2007001018, 2004001010]",[],,,,,True,"{'lastProcessedResumeAtTime': None, 'nowTimestamp': 1752133986}"
20250710,0,1001001002,電腦軟體服務業,鑫鼎鑽科技有限公司,130000000091175,"工作內容
■【主要職責】
BI數據儀表板設計及開發 。
負責營運、遊戲、業務相關的數據分析工作，包含資料蒐集、處理、分析及建模。
協助團隊進行數據探索、訂定關鍵指標，為產品方向和策略提供數據支持，並提出具可行性的建議。
監控各類營運數據及成效數據","工作內容
■【主要職責】
BI數據儀表板設計及開發 。
負責營運、遊戲、業務相關的[[[數據分析]]]工作，包含資料蒐集、處理、分析及建模。
協助團隊進行數據探索、訂定關鍵指標，為產品方向和策略提供數據支持，並提出具可行性的建議。
監控各類營運數據及成效數據",0.0,,6001001011,台北市南港區,商業數據分析師,商業[[[數據分析]]]師,14732700,1,0,25.0312347,121.6111949,"{'job': 'https://www.104.com.tw/job/8rrto', 'cust': 'https://www.104.com.tw/company/1a2x6bjxnr', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8rrto?channel=104rpt'}",[],,,"[2, 3, 4, 5, 6]",2,2,50,9999999,45000,{'remote': {'desc': '遠端工作'}},[1],0,,0.99,"[2005003013, 2005003004, 2005003005]",[],,,,,True,"{'lastProcessedResumeAtTime': None, 'nowTimestamp': 1752133986}"
20250709,0,1003001015,綜合商品批發代理業,臺灣凡夫股份有限公司,130000000158488,"- 收集並分析銷售與市場數據，特別是Amazon美國/澳洲/ 英國/日本/德國數據。 
- 監控6-8個市場趨勢與競爭對手表現。 
- 生成報告，提供定價與庫存優化建議。 
- 應用Amazon美國/澳洲經驗，預測新市場需求。 

- 完成主管交辦事項。","- 收集並分析銷售與市場數據，特別是Amazon美國/澳洲/ 英國/日本/德國數據。 
- 監控6-8個市場趨勢與競爭對手表現。 
- 生成報告，提供定價與庫存優化建議。 
- 應用Amazon美國/澳洲經驗，預測新市場需求。 

- 完成主管交辦事項。",0.0,林厝路23號,6001008021,台中市神岡區,市場調查/數據分析,市場調查/[[[數據分析]]],14730917,1,0,24.2552521,120.6675233,"{'job': 'https://www.104.com.tw/job/8rqg5', 'cust': 'https://www.104.com.tw/company/1a2x6bldlk', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8rqg5?channel=104rpt'}","['國際貿易相關', '英美語文相關']",,,"[4, 5, 6]",2,0,50,42000,30000,[],[1],0,08:00~17:00,0.99,"[2005004001, 2005003005]",[],,,,,True,"{'lastProcessedResumeAtTime': None, 'nowTimestamp': 1752133986}"
20250604,2,1005001007,大專校院教育事業,國立臺北科技大學,92021164025,"作，成果應用於企業與政府智慧城市專案。加入我們，您將成為城市科學的先鋒，與世界領先的團隊共創未來！

【工作內容】
都市數據分析師運用數據分析與技術工具，解決城市規劃與治理挑戰，推動智慧城市發展。
1. 分析城市數據（如交通流量、土地使用、能源消耗","作，成果應用於企業與政府智慧城市專案。加入我們，您將成為城市科學的先鋒，與世界領先的團隊共創未來！

【工作內容】
都市[[[數據分析]]]師運用[[[數據分析]]]與技術工具，解決城市規劃與治理挑戰，推動智慧城市發展。
1. 分析城市數據（如交通流量、土地使用、能源消耗",0.21,忠孝東路三段46號1樓,6001001005,台北市大安區,MITxTaipei Tech 都市數據分析師,MITxTaipei Tech 都市[[[數據分析]]]師,13817654,1,0,25.0418021,121.5348869,"{'job': 'https://www.104.com.tw/job/885rq', 'cust': 'https://www.104.com.tw/company/169v0wl5', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/885rq?channel=104rpt'}",[],99001004007,捷運忠孝新生站,"[4, 5, 6]",0,0,10,0,0,{'landmark': {'desc': '距捷運忠孝新生站約210公尺'}},[1],0,,0.5735717944720372,"[2007001022, 2007001004, 2008001009]","['foreigners@pt_fc_em_jbs', 'foreigners@full_fc_em_jbs']",,,,,False,"{'lastProcessedResumeAtTime': 1752039586, 'nowTimestamp': 1752133986}"
20250710,8,1001006002,半導體製造業,錼創顯示科技股份有限公司,130000000074407,"1. 分析生產數據與大數據建模，協助建立品質監測與異常偵測模型，提供優化建議。
2. 參與生產數據的收集、整理與視覺化，協助IT團隊建議決策輔助系統與報表優化。
3. 透過內部培訓與專案實戰，學習製造數據分析應用。
4. 其他主管交辦事項。","1. 分析生產數據與大數據建模，協助建立品質監測與異常偵測模型，提供優化建議。
2. 參與生產數據的收集、整理與視覺化，協助IT團隊建議決策輔助系統與報表優化。
3. 透過內部培訓與專案實戰，學習製造[[[數據分析]]]應用。
4. 其他主管交辦事項。",0.0,科中路13號（新竹科學園區竹南園區）,6001007001,苗栗縣竹南鎮,數據分析工程師,[[[數據分析]]]工程師,14535114,1,0,24.7113363,120.9131721,"{'job': 'https://www.104.com.tw/job/8njd6', 'cust': 'https://www.104.com.tw/company/1a2x6bjkpz', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8njd6?channel=104rpt'}","['數理統計相關', '工業工程相關', '其他數學及電算機科學相關']",,,[5],0,0,10,0,0,"{'wf9': {'desc': '', 'param': 'wf9'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'wf30': {'desc': '', 'param': 'wf30'}, 'wf26': {'desc': '', 'param': 'wf26'}, 'wf31': {'desc': '', 'param': 'wf31'}, 'wf2': {'desc': '', 'param': 'wf2'}, 'wf12': {'desc': '', 'param': 'wf12'}, 'wf11': {'desc': '', 'param': 'wf11'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'wf32': {'desc': '', 'param': 'wf32'}, 'wf10': {'desc': '', 'param': 'wf10'}, 'wf18': {'desc': '', 'param': 'wf18'}}",[1],0,,0.4619791086661173,[2007001018],"['c@wf9', 'c@wf7', 'c@wf30', 'c@wf26', 'c@wf31', 'c@wf2', 'c@wf12', 'c@wf11', 'c@wf1', 'c@wf32', 'c@wf10', 'c@wf18']",,,,,False,"{'lastProcessedResumeAtTime': 1752051044, 'nowTimestamp': 1752133986}"
20250515,4,1002014001,船舶及其零件製造修配業,龍德造船工業股份有限公司,40607762000,"1. 數據分析與報告： 
收集並分析生產數據，編制週/月報告，向上級主管彙報生產狀況，提出問題和建議。

2. 生產計畫管理： 
負責制定和執行月度、週度、日常生產計畫，確保各項生產任務依時完成，並達到預期品質與數量目標。

5. 協調與溝通：","1. [[[數據分析]]]與報告： 
收集並分析生產數據，編制週/月報告，向上級主管彙報生產狀況，提出問題和建議。

2. 生產計畫管理： 
負責制定和執行月度、週度、日常生產計畫，確保各項生產任務依時完成，並達到預期品質與數量目標。

5. 協調與溝通：",0.0,蘇東里008鄰港區27號,6001003010,宜蘭縣冬山鄉,數據分析員-生產管理,[[[數據分析]]]員-生產管理,14643915,1,2,24.5916012,121.863377,"{'job': 'https://www.104.com.tw/job/8pvbf', 'cust': 'https://www.104.com.tw/company/inkt9ow', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8pvbf?channel=104rpt'}",[],,,[4],0,0,50,9999999,38000,"{'wf25': {'desc': '', 'param': 'wf25'}, 'wf2': {'desc': '', 'param': 'wf2'}, 'wf4': {'desc': '', 'param': 'wf4'}, 'wf30': {'desc': '', 'param': 'wf30'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'wf9': {'desc': '', 'param': 'wf9'}}",[1],0,,0.7132497383015212,"[2009001004, 2009001003]","['c@wf25', 'c@wf2', 'c@wf4', 'c@wf30', 'c@wf7', 'c@wf1', 'c@wf9']",,,,,True,"{'lastProcessedResumeAtTime': 1751935588, 'nowTimestamp': 1752133986}"
20250708,10,1001001002,電腦軟體服務業,鑠銳有限公司,130000000247259,"◆建立並維護遊戲的關鍵數據指標（如次日 / 三日 / 七日 / 留存率、ARPPU、ARPU、DAU / WAU / MAU 等）。
◆分析投注行為與經濟數值（最大投注、最小投注、平均投注、人均投注、下注頻率等）。
◆評估遊戲表現數據：RTP（返還率）、Volatility（波動率）、Hit Rate（中獎率）、洗分值、玩感值等。
◆協助建立獎金分布模型，觀察高 / 中 / 低獎出現頻率對玩家體驗的影響。
◆撰寫數據報告，提出優化建議，並與產品、機率與營運團隊合作。
◆支援A/B測試設計與結果分析。
◆運用統計與視覺化工具，洞察玩家留存、流失、課金行為與遊戲樂趣之間的關聯。","◆建立並維護遊戲的關鍵數據指標（如次日 / 三日 / 七日 / 留存率、ARPPU、ARPU、DAU / WAU / MAU 等）。
◆分析投注行為與經濟數值（最大投注、最小投注、平均投注、人均投注、下注頻率等）。
◆評估遊戲表現數據：RTP（返還率）、Volatility（波動率）、Hit Rate（中獎率）、洗分值、玩感值等。
◆協助建立獎金分布模型，觀察高 / 中 / 低獎出現頻率對玩家體驗的影響。
◆撰寫數據報告，提出優化建議，並與產品、機率與營運團隊合作。
◆支援A/B測試設計與結果分析。
◆運用統計與視覺化工具，洞察玩家留存、流失、課金行為與遊戲樂趣之間的關聯。",0.0,,6001001005,台北市大安區,數據分析專員,[[[數據分析]]]專員,14496487,1,0,25.0249441,121.5433783,"{'job': 'https://www.104.com.tw/job/8mpk7', 'cust': 'https://www.104.com.tw/company/1a2x6bna3f', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8mpk7?channel=104rpt'}",[],,,"[3, 4]",4,0,10,0,0,"{'wf26': {'desc': '', 'param': 'wf26'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'wf14': {'desc': '', 'param': 'wf14'}, 'wf29': {'desc': '', 'param': 'wf29'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'wf2': {'desc': '', 'param': 'wf2'}}",[1],0,,0.5481102028998419,"[2007001018, 2004001018, 2016001007]","['c@wf26', 'c@wf1', 'c@wf14', 'c@wf29', 'c@wf7', 'c@wf2']",,,,,False,"{'lastProcessedResumeAtTime': 1752118318, 'nowTimestamp': 1752133986}"
20250708,6,1012001002,診所,馬光醫療網_馬光中醫診所,130000000071941,"工作內容
*分析內部營運相關數據，製作營運儀表板，提供決策依據
*針對經營議題（如選址、服務優化..等）提出數據建議
*跨部門協作專案分析（行銷活動、會員經營、顧客回診等）
*支援管理團隊進行專案追蹤、經營報告與策略會議簡報彙整","工作內容
*分析內部營運相關數據，製作營運儀表板，提供決策依據
*針對經營議題（如選址、服務優化..等）提出數據建議
*跨部門協作專案分析（行銷活動、會員經營、顧客回診等）
*支援管理團隊進行專案追蹤、經營報告與策略會議簡報彙整",0.2,維新路128號3樓,6001016024,高雄市鳳山區,策略數據分析師｜產業洞察×跨部門數據整合,策略[[[數據分析]]]師｜產業洞察×跨部門數據整合,14685273,1,2,22.6247228,120.3612662,"{'job': 'https://www.104.com.tw/job/8qr89', 'cust': 'https://www.104.com.tw/company/1a2x6bjith', 'applyAnalyze': 'https://www.104.com.tw/jobs/apply/analysis/8qr89?channel=104rpt'}","['企業管理相關', '資訊管理相關', '其他數學及電算機科學相關']",99004002012,捷運大東站,"[3, 4, 5]",3,0,10,0,0,"{'wf10': {'desc': '', 'param': 'wf10'}, 'wf2': {'desc': '', 'param': 'wf2'}, 'wf31': {'desc': '', 'param': 'wf31'}, 'wf28': {'desc': '', 'param': 'wf28'}, 'wf3': {'desc': '', 'param': 'wf3'}, 'wf9': {'desc': '', 'param': 'wf9'}, 'wf30': {'desc': '', 'param': 'wf30'}, 'wf4': {'desc': '', 'param': 'wf4'}, 'wf29': {'desc': '', 'param': 'wf29'}, 'wf1': {'desc': '', 'param': 'wf1'}, 'wf7': {'desc': '', 'param': 'wf7'}, 'landmark': {'desc': '距捷運大東站約200公尺'}}",[1],0,,0.5945143544399653,"[2007001018, 2007001022, 2007001021]","['c@wf10', 'c@wf2', 'c@wf31', 'c@wf28', 'c@wf3', 'foreigners@overseasStudents_tick', 'c@wf9', 'c@wf30', 'foreigners@foreigners_tick', 'c@wf4', 'senior@senior_job_G', 'c@wf29', 'c@wf1', 'c@wf7']",,,,,False,"{'lastProcessedResumeAtTime': 1752095292, 'nowTimestamp': 1752133986}"
